,state,date,max_temp,humidity,cloudiness,wind_speed,description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sum_passengers,city_rank,qol_index,purchase_power,safety,healh_care,cost_of_living,prop_to_income_ratio,traffic_comm_time,pollution,climate,city,latitude,longitude,high_q
628,CO,2023-03-02 01:36:36,33.8,58,75,11.5,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Black Forest,39.0131,-104.7008,0
629,MO,2023-03-02 01:32:48,53.85,41,98,6.35,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Boone,39.0334,-92.3335,0
631,IA,2023-03-02 01:36:38,33.91,75,100,23.02,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,Marshalltown,42.0494,-92.908,0
632,WI,2023-03-02 01:36:39,35.78,92,100,9.22,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Menasha,44.2022,-88.4465,0
634,IN,2023-03-02 01:33:00,59.27,69,0,9.22,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Terre Haute,39.4667,-87.4139,0
635,WV,2023-03-02 01:34:07,74.3,51,0,8.05,   Government Expenditures ,118567.0,126213.0,129618.0,131169.0,128528.0,126108.0,126779.0,127073.0,132861.0,146816.0,0.00M,,,,,,,,,,,Huntington,38.4193,-82.4452,0
636,FL,2023-03-02 01:36:41,73.02,92,0,14.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Destin,30.3935,-86.4958,1
640,CO,2023-03-02 01:36:42,26.22,80,100,5.75,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Craig,40.5153,-107.5464,0
641,NM,2023-03-02 01:34:16,61.79,16,1,11.59,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Portales,34.1862,-103.3344,0
642,AZ,2023-03-02 01:36:44,59.92,29,40,9.22,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Safford,32.834,-109.7076,0
644,ME,2023-03-02 01:36:45,30.31,86,20,3.44,   Government Expenditures ,59464.0,65303.0,66212.0,69234.0,73179.0,76798.0,82599.0,77752.0,81112.0,87875.0,0.93M,,,,,,,,,,,Millinocket,45.6573,-68.7098,0
645,OR,2023-03-02 01:33:53,34.97,57,0,9.22,   Government Expenditures ,286360.0,314568.0,341102.0,373430.0,397852.0,419070.0,432574.0,440083.0,447040.0,475288.0,1.65M,12.0,173.8,111.0,44.5,72.6,82.9,5.0,33.5,32.6,89.6,Klamath Falls,42.2249,-121.7817,0
646,WA,2023-03-02 01:36:46,43.79,65,100,7.0,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Enumclaw,47.2043,-121.9915,0
648,MN,2023-03-02 01:36:46,26.98,91,100,3.0,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,North Branch,45.5113,-92.9802,0
649,MT,2023-03-02 01:36:46,25.79,88,100,5.1,   Government Expenditures ,97938.0,105451.0,108145.0,107903.0,106456.0,103700.0,106132.0,96243.0,95295.0,105947.0,0.01M,,,,,,,,,,,Anaconda,46.1285,-112.9423,0
650,MA,2023-03-02 01:36:27,36.91,74,100,1.01,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Grafton,42.207,-71.6856,0
651,MS,2023-03-02 01:32:33,74.86,81,22,7.47,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Brookhaven,31.5791,-90.4407,0
652,WI,2023-03-02 01:33:10,47.91,73,0,6.91,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Muskego,42.9058,-88.139,0
654,WI,2023-03-02 01:37:48,37.49,91,100,5.75,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Sheboygan,43.7333,-87.9334,0
656,AK,2023-03-02 01:37:49,16.59,69,100,5.75,   Government Expenditures ,76803.0,84429.0,90094.0,97989.0,108667.0,114427.0,122910.0,119480.0,124424.0,139082.0,0.25M,38.0,167.3,112.1,38.1,61.2,85.8,2.5,26.8,15.7,41.6,College,64.8569,-147.8028,0
657,WY,2023-03-02 01:37:50,21.6,93,100,3.15,   Government Expenditures ,129588.0,141931.0,140612.0,144680.0,151027.0,154577.0,162018.0,137859.0,139545.0,150332.0,0.00M,,,,,,,,,,,Green River,41.5286,-109.4662,0
658,NC,2023-03-02 01:37:50,62.58,75,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Gastonia,35.2621,-81.1873,1
660,MN,2023-03-02 01:37:51,20.79,88,100,8.88,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Cloquet,46.7216,-92.4594,0
661,SD,2023-03-02 01:37:52,17.58,79,100,12.66,   Government Expenditures ,107009.0,115536.0,116713.0,120359.0,122097.0,123123.0,126827.0,118769.0,121907.0,130542.0,,,,,,,,,,,,Mitchell,43.7094,-98.0298,0
662,KY,2023-03-02 01:33:01,64.62,100,100,13.04,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Hopkinsville,36.8656,-87.4886,0
663,TN,2023-03-02 01:37:54,64.94,95,100,6.91,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Collierville,35.042,-89.6645,0
664,KY,2023-03-02 01:37:55,73.58,80,99,8.3,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Perry,37.2506,-83.1999,0
665,FL,2023-03-02 01:37:56,78.85,74,75,3.44,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Sanford,28.8006,-81.2731,1
669,GA,2023-03-02 01:37:56,71.8,86,0,6.91,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Evans,33.5337,-82.1307,0
670,MD,2023-03-02 01:37:57,50.52,85,0,9.22,   Government Expenditures ,534327.0,616853.0,675216.0,762724.0,765719.0,712183.0,640236.0,595673.0,621385.0,660603.0,1.75M,40.0,166.1,135.2,24.4,75.6,74.3,1.0,31.2,50.4,81.2,Carroll,39.5501,-77.0164,0
671,IA,2023-03-02 01:37:57,37.62,69,75,21.85,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,Dubuque,42.4833,-90.8668,0
672,WY,2023-03-02 01:38:01,23.38,63,0,6.91,   Government Expenditures ,129588.0,141931.0,140612.0,144680.0,151027.0,154577.0,162018.0,137859.0,139545.0,150332.0,0.00M,,,,,,,,,,,Sheridan,44.8333,-106.9173,0
673,TX,2023-03-02 01:38:02,78.93,76,100,7.31,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Hays,30.0502,-98.0336,1
677,TX,2023-03-02 01:37:54,78.31,82,75,11.5,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Houston,29.7633,-95.3633,1
681,IN,2023-03-02 01:35:42,58.59,67,0,11.99,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Carmel,39.9784,-86.118,0
682,NJ,2023-03-02 01:38:04,46.65,83,100,3.0,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Ocean City,39.2776,-74.5746,0
683,ID,2023-03-02 01:38:04,33.44,69,75,6.91,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Sandpoint,48.2766,-116.5533,0
684,NM,2023-03-02 01:36:49,48.34,39,100,14.97,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Rio Rancho,35.2334,-106.6645,0
685,CO,2023-03-02 01:34:49,26.17,92,100,3.33,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Montrose,38.4166,-108.2673,0
686,GA,2023-03-02 01:38:06,75.58,75,23,10.02,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Dawson,31.7735,-84.4466,0
687,MI,2023-03-02 01:36:24,38.01,81,75,5.75,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Port Huron,42.9709,-82.4249,0
688,FL,2023-03-02 01:38:08,76.1,84,40,9.22,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Port Orange,29.1383,-80.9956,1
692,LA,2023-03-02 01:38:09,76.59,88,0,9.22,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Ruston,32.5232,-92.6379,0
693,TX,2023-03-02 01:39:10,75.24,93,100,21.85,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Rockport,28.0206,-97.0544,1
697,UT,2023-03-02 01:39:04,35.11,89,81,8.99,   Government Expenditures ,355630.0,361978.0,365057.0,360619.0,371582.0,385031.0,409420.0,385123.0,391589.0,418705.0,2.31M,43.0,164.7,127.7,66.5,70.4,65.4,3.6,35.1,63.5,66.5,Riverton,40.5219,-111.9391,0
698,AZ,2023-03-02 01:39:12,60.98,42,96,29.71,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Oro Valley,32.3909,-110.9665,0
700,WY,2023-03-02 01:39:12,23.59,80,20,2.33,   Government Expenditures ,129588.0,141931.0,140612.0,144680.0,151027.0,154577.0,162018.0,137859.0,139545.0,150332.0,0.00M,,,,,,,,,,,Casper,42.8666,-106.3131,0
701,AR,2023-03-02 01:36:03,57.6,57,0,4.61,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Bentonville,36.3728,-94.2088,0
702,GA,2023-03-02 01:38:51,71.85,77,0,9.22,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Roswell,34.0232,-84.3616,0
703,MI,2023-03-02 01:39:14,40.66,75,100,0.0,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Lapeer,43.0514,-83.3188,0
704,TX,2023-03-02 01:36:24,77.29,94,100,13.8,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Beeville,28.4008,-97.7483,1
708,MI,2023-03-02 01:38:08,47.86,87,0,4.61,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Sturgis,41.7992,-85.4192,0
709,WA,2023-03-02 01:34:55,44.37,66,100,9.22,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Graham,47.0529,-122.2943,0
711,PA,2023-03-02 01:39:16,60.57,74,100,1.99,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,North Versailles,40.3798,-79.8095,0
713,WA,2023-03-02 01:39:17,35.94,70,100,11.5,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Cheney,47.4874,-117.5758,0
715,WI,2023-03-02 01:39:18,47.89,69,0,6.91,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Racine,42.7495,-88.0751,0
717,CO,2023-03-02 01:39:18,40.98,54,0,9.22,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Canon City,38.441,-105.2424,0
718,KY,2023-03-02 01:36:06,73.35,46,75,16.11,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Lexington-Fayette,38.0498,-84.4585,0
719,VA,2023-03-02 01:39:19,56.03,86,0,0.0,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Danville,36.586,-79.395,0
720,KY,2023-03-02 01:38:02,71.53,75,100,24.16,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Bowling Green,36.9903,-86.4436,0
721,HI,2023-03-02 01:39:21,76.24,97,40,24.27,   Government Expenditures ,143873.0,161946.0,169065.0,180610.0,184220.0,186628.0,191721.0,184088.0,188410.0,204287.0,,52.0,152.2,75.4,52.4,72.5,103.0,9.2,41.3,37.3,95.3,Lahaina,20.8783,-156.6825,0
722,NC,2023-03-02 01:39:22,56.32,83,100,5.03,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Reidsville,36.3549,-79.6645,1
724,NV,2023-03-02 01:39:22,47.82,51,100,8.05,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,Henderson,36.0397,-114.9819,0
725,MS,2023-03-02 01:36:46,74.91,78,89,11.95,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Yazoo City,32.8551,-90.4056,0
726,FL,2023-03-02 01:39:23,76.98,73,0,6.91,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Lakeside,30.13,-81.7682,1
730,MN,2023-03-02 01:37:03,22.48,83,100,14.97,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Duluth,46.7833,-92.1066,0
731,AK,2023-03-02 01:39:24,-14.78,76,0,14.97,   Government Expenditures ,76803.0,84429.0,90094.0,97989.0,108667.0,114427.0,122910.0,119480.0,124424.0,139082.0,0.25M,38.0,167.3,112.1,38.1,61.2,85.8,2.5,26.8,15.7,41.6,Barrow,71.2906,-156.7887,0
732,FL,2023-03-02 01:39:25,77.02,70,20,5.75,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Aventura,25.9565,-80.1392,1
736,NY,2023-03-02 01:39:25,40.68,76,0,8.05,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Cortland,42.6001,-76.083,0
738,WA,2023-03-02 01:36:34,43.09,80,100,12.66,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Anacortes,48.5126,-122.6127,0
740,NJ,2023-03-02 01:36:11,46.02,85,100,4.61,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Atlantic City,39.3643,-74.4229,0
741,NC,2023-03-02 01:37:58,56.64,86,100,4.36,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Thomasville,35.8826,-80.082,1
743,IL,2023-03-02 01:37:37,51.35,65,0,9.22,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Geneva,41.8875,-88.3054,0
744,HI,2023-03-02 01:40:31,75.15,74,75,17.27,   Government Expenditures ,143873.0,161946.0,169065.0,180610.0,184220.0,186628.0,191721.0,184088.0,188410.0,204287.0,,52.0,152.2,75.4,52.4,72.5,103.0,9.2,41.3,37.3,95.3,Ewa Beach,21.3156,-158.0072,0
745,TX,2023-03-02 01:38:02,76.05,88,100,12.66,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Galveston,29.3669,-94.9669,1
749,NC,2023-03-02 01:37:02,69.71,79,20,12.66,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Wilmington,34.2257,-77.9447,1
751,KY,2023-03-02 01:40:32,67.82,73,75,19.57,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Lyndon,38.2567,-85.6016,0
752,NM,2023-03-02 01:35:59,64.99,20,0,10.36,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Hobbs,32.7026,-103.136,0
753,MT,2023-03-02 01:40:32,29.37,74,100,6.91,   Government Expenditures ,97938.0,105451.0,108145.0,107903.0,106456.0,103700.0,106132.0,96243.0,95295.0,105947.0,0.01M,,,,,,,,,,,Miles City,46.4083,-105.8406,0
754,MA,2023-03-02 01:40:33,38.44,75,100,12.66,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Quincy,42.2529,-71.0023,0
755,AL,2023-03-02 01:40:33,75.33,73,100,5.75,,,,,,,,,,,,0.00M,,,,,,,,,,,Sylacauga,33.1732,-86.2516,0
756,TX,2023-03-02 01:38:16,66.9,88,100,4.99,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Terrell,32.736,-96.2753,1
760,OH,2023-03-02 01:36:29,49.64,91,40,0.0,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Ashtabula,41.7001,-80.7665,1
762,MI,2023-03-02 01:40:35,45.1,77,40,5.75,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Ferndale,42.4606,-83.1347,0
763,CA,2023-03-02 01:40:36,43.68,42,75,24.16,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Ridgecrest,35.6225,-117.6709,1
769,ND,2023-03-02 01:37:56,7.02,72,0,10.36,   Government Expenditures ,84182.0,96608.0,104104.0,114135.0,123153.0,130834.0,135114.0,135881.0,143473.0,153745.0,0.00M,,,,,,,,,,,Minot,48.2325,-101.2963,0
770,LA,2023-03-02 01:40:37,76.98,69,0,8.05,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Natchitoches,31.7668,-93.1335,0
771,AK,2023-03-02 01:37:51,24.93,87,100,11.5,   Government Expenditures ,76803.0,84429.0,90094.0,97989.0,108667.0,114427.0,122910.0,119480.0,124424.0,139082.0,0.25M,38.0,167.3,112.1,38.1,61.2,85.8,2.5,26.8,15.7,41.6,Anchorage,61.2181,-149.9003,0
772,WA,2023-03-02 01:35:39,44.96,77,100,9.22,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Hoquiam,46.9809,-123.8893,0
774,OH,2023-03-02 01:36:12,57.74,80,100,5.19,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Ashland,40.8167,-82.2665,1
776,MA,2023-03-02 01:40:39,39.38,80,100,5.01,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,South Yarmouth,41.6668,-70.1847,0
777,CA,2023-03-02 01:40:13,37.13,65,53,18.99,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Yucca Valley,34.1142,-116.4322,1
783,NV,2023-03-02 01:36:33,46.33,50,75,8.05,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,Enterprise,36.0252,-115.2419,0
784,OH,2023-03-02 01:38:41,68.09,41,100,4.61,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Circleville,39.6006,-82.946,1
